id,user_id,order_id,category,fortune_draw_id,fkey,allocated_date,active_date
51,3,0,4,7,ANTRWW,"2025-04-10 19:51:31","2025-04-10 19:51:31"
52,3,0,4,7,ABYUEF,"2025-04-10 19:51:31","2025-04-10 19:51:31"
53,3,0,4,7,OMNIQX,"2025-04-10 19:51:31","2025-04-10 19:51:31"
54,3,0,4,7,HHHVWQ,"2025-04-10 19:51:31","2025-04-10 19:51:31"
55,3,0,4,7,OENCMP,"2025-04-10 19:51:31","2025-04-10 19:51:31"
56,3,0,4,7,UHWVOU,"2025-04-10 19:51:31","2025-04-10 19:51:31"
57,3,0,4,7,YTCLUD,"2025-04-10 19:51:31","2025-04-10 19:51:31"
58,3,0,4,7,KVHMTC,"2025-04-10 19:51:31","2025-04-10 19:51:31"
59,3,0,4,7,ISUJBG,"2025-04-10 19:51:31","2025-04-10 19:51:31"
60,3,0,4,7,OSYZHC,"2025-04-10 19:51:31","2025-04-10 19:51:31"
61,3,0,4,7,LGYLKU,"2025-04-10 19:51:31","2025-04-10 19:51:31"
62,3,0,4,7,RERLJR,"2025-04-10 19:51:31","2025-04-10 19:51:31"
63,3,0,4,7,HEUFVQ,"2025-04-10 19:51:31","2025-04-10 19:51:31"
64,3,0,4,7,HMHTRD,"2025-04-10 19:51:31","2025-04-10 19:51:31"
65,3,0,4,7,GSZSUI,"2025-04-10 19:51:31","2025-04-10 19:51:31"
66,3,0,4,7,LHPXDW,"2025-04-10 19:51:31","2025-04-10 19:51:31"
67,3,0,4,7,YDLUDO,"2025-04-10 19:51:31","2025-04-10 19:51:31"
68,3,0,4,7,NBQDIA,"2025-04-10 19:51:31","2025-04-10 19:51:31"
69,3,0,4,7,WILXIB,"2025-04-10 19:51:31","2025-04-10 19:51:31"
70,3,0,4,7,DTHNJZ,"2025-04-10 19:51:31","2025-04-10 19:51:31"
71,3,0,4,7,GPPTGK,"2025-04-10 19:51:31","2025-04-10 19:51:31"
72,3,0,4,7,CGNHCQ,"2025-04-10 19:51:31","2025-04-10 19:51:31"
73,3,0,4,7,JHVVQD,"2025-04-10 19:51:31","2025-04-10 19:51:31"
74,3,0,4,7,QKUYJR,"2025-04-10 19:51:31","2025-04-10 19:51:31"
75,3,0,4,7,TSPGAX,"2025-04-10 19:51:31","2025-04-10 19:51:31"
76,4,0,4,7,EFAIHM,"2025-04-10 19:59:43","2025-04-10 19:59:43"
77,4,0,4,7,VNVXQW,"2025-04-10 19:59:43","2025-04-10 19:59:43"
78,4,0,4,7,LOZMZX,"2025-04-10 19:59:43","2025-04-10 19:59:43"
79,4,0,4,7,AMEHIX,"2025-04-10 19:59:43","2025-04-10 19:59:43"
80,4,0,4,7,VVBRBM,"2025-04-10 19:59:43","2025-04-10 19:59:43"
81,4,0,4,7,QLAXLM,"2025-04-10 19:59:43","2025-04-10 19:59:43"
82,4,0,4,7,YLHPUE,"2025-04-10 19:59:43","2025-04-10 19:59:43"
83,4,0,4,7,LPMQOF,"2025-04-10 19:59:43","2025-04-10 19:59:43"
84,4,0,4,7,FPIDSO,"2025-04-10 19:59:43","2025-04-10 19:59:43"
85,4,0,4,7,DOEZXG,"2025-04-10 19:59:43","2025-04-10 19:59:43"
86,4,0,4,7,XDXSFG,"2025-04-10 19:59:43","2025-04-10 19:59:43"
87,4,0,4,7,YSYAEF,"2025-04-10 19:59:43","2025-04-10 19:59:43"
88,4,0,4,7,YMOKWG,"2025-04-10 19:59:43","2025-04-10 19:59:43"
89,4,0,4,7,ESONOK,"2025-04-10 19:59:43","2025-04-10 19:59:43"
90,4,0,4,7,WRZWSX,"2025-04-10 19:59:43","2025-04-10 19:59:43"
91,4,0,4,7,JJEBOY,"2025-04-10 19:59:43","2025-04-10 19:59:43"
92,4,0,4,7,MCPRCX,"2025-04-10 19:59:43","2025-04-10 19:59:43"
93,4,0,4,7,GXVBZY,"2025-04-10 19:59:43","2025-04-10 19:59:43"
94,4,0,4,7,YHCUQK,"2025-04-10 19:59:43","2025-04-10 19:59:43"
95,4,0,4,7,INDESB,"2025-04-10 19:59:43","2025-04-10 19:59:43"
96,4,0,4,7,SOXUZZ,"2025-04-10 19:59:43","2025-04-10 19:59:43"
97,4,0,4,7,SHRVQL,"2025-04-10 19:59:43","2025-04-10 19:59:43"
98,4,0,4,7,VUFCNA,"2025-04-10 19:59:43","2025-04-10 19:59:43"
99,4,0,4,7,OZSLJD,"2025-04-10 19:59:43","2025-04-10 19:59:43"
100,4,0,4,7,WYDJTV,"2025-04-10 19:59:43","2025-04-10 19:59:43"
176,7,0,4,7,FBAQQS,"2025-04-11 12:27:17","2025-04-11 12:27:17"
177,7,0,4,7,HMOOKM,"2025-04-11 12:27:17","2025-04-11 12:27:17"
178,7,0,4,7,UTMWWA,"2025-04-11 12:27:17","2025-04-11 12:27:17"
179,7,0,4,7,DUEEAN,"2025-04-11 12:27:17","2025-04-11 12:27:17"
180,7,0,4,7,ZSBMHE,"2025-04-11 12:27:17","2025-04-11 12:27:17"
181,7,0,4,7,ODULUF,"2025-04-11 12:27:17","2025-04-11 12:27:17"
182,7,0,4,7,RZCWUW,"2025-04-11 12:27:17","2025-04-11 12:27:17"
183,7,0,4,7,CNVMWN,"2025-04-11 12:27:17","2025-04-11 12:27:17"
